timestamp,open,high,low,close,volume
2024-12-02 04:00:00,596.3400,596.3400,595.8842,596.0229,18689
2024-12-02 04:05:00,596.0329,596.0329,595.7852,595.8644,10289
2024-12-02 04:10:00,595.9140,596.0329,595.8545,595.9932,2351
2024-12-02 04:15:00,596.0031,596.0130,595.9041,595.9833,3299
2024-12-02 04:20:00,596.0130,596.0329,595.8842,595.9041,1537
2024-12-02 04:25:00,595.9437,595.9932,595.8842,595.9635,962
2024-12-02 04:30:00,595.9437,596.0428,595.8743,595.9437,2765
2024-12-02 04:35:00,596.0130,596.0130,595.8050,595.8941,917
2024-12-02 04:40:00,595.8941,595.9041,595.7951,595.7951,2132
2024-12-02 04:45:00,595.7951,595.8941,595.7455,595.8446,1811
2024-12-02 04:50:00,595.8446,595.8941,595.7753,595.8842,381
2024-12-02 04:55:00,595.8842,595.8941,595.7455,595.8842,794
2024-12-02 05:00:00,595.8149,595.8743,595.6564,595.7158,1951
2024-12-02 05:05:00,595.7257,595.8941,595.6861,595.7951,548
2024-12-02 05:10:00,595.7654,595.9437,595.6266,595.9437,1819
2024-12-02 05:15:00,595.9437,596.0229,595.8644,595.9536,1586
2024-12-02 05:20:00,595.8941,596.0824,595.8941,595.9437,681
2024-12-02 05:25:00,596.0229,596.0329,595.8941,595.9734,221
2024-12-02 05:30:00,595.8743,596.0229,595.7951,596.0130,1573
2024-12-02 05:35:00,595.9833,596.0923,595.9041,595.9239,2281
2024-12-02 05:40:00,595.9239,595.9932,595.8743,595.8941,1374
2024-12-02 05:45:00,595.9338,595.9932,595.8149,595.8248,2313
2024-12-02 05:50:00,595.9041,596.0031,595.8347,595.9437,168
2024-12-02 05:55:00,595.9437,595.9833,595.8446,595.8743,290
2024-12-02 06:00:00,595.9635,596.0923,595.8842,596.0329,1143
2024-12-02 06:05:00,596.0923,596.0923,595.8743,596.0229,4703
2024-12-02 06:10:00,595.9536,596.0824,595.9239,596.0725,846
2024-12-02 06:15:00,596.0229,596.2112,595.9833,596.2112,1620
2024-12-02 06:20:00,596.2211,596.2409,596.1418,596.2211,1488
2024-12-02 06:25:00,596.2211,596.3202,596.2013,596.2013,1189
2024-12-02 06:30:00,596.1815,596.2310,596.0329,596.0923,9918
2024-12-02 06:35:00,596.0923,596.1716,596.0130,596.1517,6572
2024-12-02 06:40:00,596.1418,596.2805,596.1418,596.2508,1724
2024-12-02 06:45:00,596.1815,596.3499,596.1716,596.2607,1936
2024-12-02 06:50:00,596.2310,596.2805,596.1716,596.2409,16676
2024-12-02 06:55:00,596.2706,596.4391,596.1517,596.3697,72930
2024-12-02 07:00:00,596.3499,596.4490,596.2905,596.3895,44570
2024-12-02 07:05:00,596.4589,596.7066,596.3994,596.7066,25903
2024-12-02 07:10:00,596.6967,596.8354,596.6868,596.7660,32604
2024-12-02 07:15:00,596.7660,596.7957,596.5877,596.6273,3498
2024-12-02 07:20:00,596.6362,596.7066,596.5778,596.6075,6944
2024-12-02 07:25:00,596.6570,596.8552,596.6174,596.7957,18837
2024-12-02 07:30:00,596.8552,597.0335,596.6967,596.7957,23410
2024-12-02 07:35:00,596.8354,596.8453,596.6769,596.8255,26502
2024-12-02 07:40:00,596.8453,596.9344,596.8354,596.9245,1367
2024-12-02 07:45:00,596.8651,596.9245,596.7363,596.8453,4791
2024-12-02 07:50:00,596.8057,596.8849,596.7363,596.8156,3685
2024-12-02 07:55:00,596.7858,596.8651,596.7066,596.8651,6294
2024-12-02 08:00:00,596.4292,597.0135,595.4582,596.8552,43533
2024-12-02 08:05:00,596.8156,596.9920,596.7759,596.9840,16969
2024-12-02 08:10:00,596.9344,597.0732,596.9047,596.9691,9731
2024-12-02 08:15:00,597.0038,597.2119,596.9642,597.1722,37818
2024-12-02 08:20:00,597.1623,597.2020,596.9444,597.0930,4912
2024-12-02 08:25:00,597.0732,597.1227,596.9642,597.0831,6714
2024-12-02 08:30:00,597.0831,597.1128,596.9047,597.0335,9343
2024-12-02 08:35:00,597.0533,597.0533,596.8354,596.8552,32264
2024-12-02 08:40:00,596.8453,596.9939,596.7759,596.8948,47826
2024-12-02 08:45:00,596.9146,596.9840,596.7660,596.7759,19762
2024-12-02 08:50:00,596.7759,597.0038,596.7759,597.0038,10670
2024-12-02 08:55:00,596.9741,597.0533,596.7759,597.0335,33016
2024-12-02 09:00:00,597.0533,597.2020,597.0335,597.2020,128234
2024-12-02 09:05:00,597.1920,597.2713,596.9840,597.0335,7667
2024-12-02 09:10:00,597.0335,597.0583,596.9047,597.0038,13525
2024-12-02 09:15:00,597.0137,597.0632,596.9741,596.9889,13630
2024-12-02 09:20:00,596.9840,597.1821,596.9196,597.1227,34054
2024-12-02 09:25:00,597.1227,597.5091,597.0434,597.4001,132235
2024-12-02 09:30:00,597.4001,598.1035,597.2515,597.8509,1687888
2024-12-02 09:35:00,597.8559,597.8658,597.3863,597.4496,588183
2024-12-02 09:40:00,597.4397,597.6478,597.1326,597.3159,552086
2024-12-02 09:45:00,597.3258,597.6676,597.2416,597.6131,698104
2024-12-02 09:50:00,597.6082,597.6973,597.1821,597.3258,405338
2024-12-02 09:55:00,597.3208,597.3258,596.9047,597.3009,283116
2024-12-02 10:00:00,597.3109,597.6181,597.1326,597.2812,382387
2024-12-02 10:05:00,597.2664,597.4992,597.1326,597.2119,315456
2024-12-02 10:10:00,597.2020,597.5190,597.1623,597.4596,260281
2024-12-02 10:15:00,597.4596,597.5983,597.2021,597.2664,302918
2024-12-02 10:20:00,597.2639,597.4298,597.1524,597.4298,263395
2024-12-02 10:25:00,597.4298,597.6775,597.4004,597.6528,282125
2024-12-02 10:30:00,597.6478,597.9153,597.4992,597.8460,385143
2024-12-02 10:35:00,597.8856,597.9946,597.5487,597.8251,223181
2024-12-02 10:40:00,597.8261,597.9946,597.7271,597.7667,177285
2024-12-02 10:45:00,597.7667,597.8856,597.6528,597.8658,176777
2024-12-02 10:50:00,597.8658,597.8757,597.2713,597.4893,425256
2024-12-02 10:55:00,597.4794,597.4794,596.9047,597.1326,369034
2024-12-02 11:00:00,597.1425,597.2218,596.9444,596.9949,140202
2024-12-02 11:05:00,597.0236,597.6775,596.9840,597.6379,241653
2024-12-02 11:10:00,597.6577,597.7568,597.4898,597.6378,234733
2024-12-02 11:15:00,597.6379,597.7865,597.5968,597.7271,104229
2024-12-02 11:20:00,597.7548,597.7568,597.4199,597.5487,140877
2024-12-02 11:25:00,597.5389,597.7766,597.4794,597.7072,123975
2024-12-02 11:30:00,597.6924,597.8063,597.6184,597.7050,114865
2024-12-02 11:35:00,597.6973,598.0144,597.6775,597.9254,194107
2024-12-02 11:40:00,597.9351,598.1630,597.9153,598.0144,263022
2024-12-02 11:45:00,598.0045,598.2224,597.9946,598.2224,288186
2024-12-02 11:50:00,598.2185,598.2819,597.8856,597.9847,215833
2024-12-02 11:55:00,597.9847,598.1234,597.8212,598.0788,209901
2024-12-02 12:00:00,598.0834,598.3413,598.0639,598.2918,232175
2024-12-02 12:05:00,598.2868,598.3810,598.1729,598.3528,358871
2024-12-02 12:10:00,598.3611,598.3810,598.2125,598.3017,137813
2024-12-02 12:15:00,598.3017,598.3810,598.2026,598.2221,148355
2024-12-02 12:20:00,598.2224,598.3810,598.1531,598.3364,131650
2024-12-02 12:25:00,598.3364,598.3411,597.8856,597.8955,318753
2024-12-02 12:30:00,597.9153,598.0936,597.8261,598.0292,209194
2024-12-02 12:35:00,598.0342,598.1812,597.9460,598.0342,144306
2024-12-02 12:40:00,598.0094,598.1729,597.9698,598.1432,109576
2024-12-02 12:45:00,598.1432,598.2274,598.0936,598.1630,91123
2024-12-02 12:50:00,598.1679,598.2423,598.1087,598.1878,72319
2024-12-02 12:55:00,598.1878,598.2274,597.9549,597.9946,132835
2024-12-02 13:00:00,597.9549,598.0936,597.8261,598.0342,430909
2024-12-02 13:05:00,598.0639,598.1035,597.9153,597.9486,142283
2024-12-02 13:10:00,597.9648,598.0936,597.8659,598.0144,285791
2024-12-02 13:15:00,598.0144,598.0243,597.8261,597.9648,145959
2024-12-02 13:20:00,597.9549,598.2621,597.9549,598.2423,325644
2024-12-02 13:25:00,598.2423,598.3016,597.9587,598.0936,207900
2024-12-02 13:30:00,598.0994,598.1728,597.8261,597.9648,163412
2024-12-02 13:35:00,597.9648,598.1531,597.8162,598.1481,262894
2024-12-02 13:40:00,598.1481,598.2224,598.0243,598.0639,286133
2024-12-02 13:45:00,598.0491,598.2175,598.0363,598.1779,115648
2024-12-02 13:50:00,598.1878,598.2125,598.1035,598.1878,143372
2024-12-02 13:55:00,598.1828,598.2522,598.1234,598.2125,235831
2024-12-02 14:00:00,598.2125,598.2125,597.9252,598.0045,426692
2024-12-02 14:05:00,598.0045,598.0441,597.8856,597.9748,191256
2024-12-02 14:10:00,597.9847,598.0045,597.5487,597.6181,355566
2024-12-02 14:15:00,597.6082,597.7964,597.4794,597.6280,293633
2024-12-02 14:20:00,597.6230,597.7271,597.5190,597.7060,209066
2024-12-02 14:25:00,597.6874,597.9054,597.5735,597.8261,172834
2024-12-02 14:30:00,597.8361,598.1135,597.8162,598.0143,766008
2024-12-02 14:35:00,597.9946,598.1432,597.9847,598.0441,322548
2024-12-02 14:40:00,598.0540,598.1679,598.0243,598.1333,128547
2024-12-02 14:45:00,598.1234,598.1779,598.0045,598.0788,153868
2024-12-02 14:50:00,598.0738,598.1729,598.0244,598.1630,158913
2024-12-02 14:55:00,598.1630,598.4057,598.1283,598.3562,582809
2024-12-02 15:00:00,598.3512,598.3612,598.1432,598.1878,163913
2024-12-02 15:05:00,598.1878,598.2918,598.1233,598.2175,116366
2024-12-02 15:10:00,598.2224,598.4999,598.1927,598.3611,342258
2024-12-02 15:15:00,598.3611,598.6584,598.3116,598.4255,578660
2024-12-02 15:20:00,598.4255,598.5791,598.4107,598.4800,180003
2024-12-02 15:25:00,598.4701,598.7376,598.4404,598.6782,321620
2024-12-02 15:30:00,598.6980,598.6980,598.4800,598.5891,255027
2024-12-02 15:35:00,598.5940,598.5989,598.4008,598.4959,482157
2024-12-02 15:40:00,598.4949,598.4949,597.9351,598.1333,622539
2024-12-02 15:45:00,598.1135,598.2125,597.9252,598.1531,424748
2024-12-02 15:50:00,598.1531,598.3810,597.8955,598.0342,1196653
2024-12-02 15:55:00,598.0738,598.2720,597.8757,598.0738,2166599
2024-12-02 16:00:00,598.0738,598.3017,596.6122,598.2819,3468121
2024-12-02 16:05:00,598.2918,598.5098,598.0540,598.4999,429472
2024-12-02 16:10:00,598.0540,598.6187,598.0540,598.4899,2375212
2024-12-02 16:15:00,598.4701,598.5296,598.0540,598.3067,39486
2024-12-02 16:20:00,598.0540,598.4602,598.0540,598.4403,28783
2024-12-02 16:25:00,598.4206,598.4206,598.2224,598.2224,2954
2024-12-02 16:30:00,598.2224,598.3116,594.0959,598.2720,111443
2024-12-02 16:35:00,598.3116,598.4008,598.2868,598.3909,2242
2024-12-02 16:40:00,598.3562,598.3711,598.1333,598.2076,71143
2024-12-02 16:45:00,598.1927,598.2224,598.1333,598.2026,19860
2024-12-02 16:50:00,598.1828,598.2720,598.0727,598.2720,217964
2024-12-02 16:55:00,598.2720,598.3017,598.0738,598.1927,7751
2024-12-02 17:00:00,598.1234,598.2224,598.0936,598.1729,4953
2024-12-02 17:05:00,598.1184,598.2026,597.9252,598.0045,335071
2024-12-02 17:10:00,598.0441,598.0738,597.9450,598.0639,192658
2024-12-02 17:15:00,598.0689,598.2224,598.0540,598.1828,5751
2024-12-02 17:20:00,598.1828,598.2522,598.1531,598.2522,7912
2024-12-02 17:25:00,598.2522,598.2522,598.1729,598.1977,3105
2024-12-02 17:30:00,598.1977,598.2224,596.9840,598.1878,964
2024-12-02 17:35:00,598.2224,598.2522,598.1135,598.1531,5052
2024-12-02 17:40:00,598.1333,598.1531,598.1135,598.1146,811
2024-12-02 17:45:00,598.1333,598.2125,598.1135,598.1580,3105
2024-12-02 17:50:00,598.2026,598.2125,598.0738,598.1650,1772
2024-12-02 17:55:00,598.1382,598.3215,598.1234,598.1977,4038
2024-12-02 18:00:00,598.1828,598.1828,597.9203,598.0738,20432
2024-12-02 18:05:00,598.0738,598.1531,598.0045,598.1085,2034
2024-12-02 18:10:00,598.1132,598.2224,598.0738,598.1630,984
2024-12-02 18:15:00,598.1927,598.5593,598.1679,598.2522,2869
2024-12-02 18:20:00,598.2522,598.4898,598.2224,598.4898,7004
2024-12-02 18:25:00,598.4454,598.4454,598.3017,598.3562,616
2024-12-02 18:30:00,598.0540,598.4206,598.0540,598.2670,1072456
2024-12-02 18:35:00,598.2670,598.3512,598.2026,598.2423,982
2024-12-02 18:40:00,598.2026,598.2224,598.1035,598.1333,1767
2024-12-02 18:45:00,598.1234,598.2224,598.0837,598.1878,797
2024-12-02 18:50:00,598.1878,598.3413,598.1828,598.2918,4454
2024-12-02 18:55:00,598.2967,598.3314,598.2274,598.2522,415
2024-12-02 19:00:00,598.2526,598.3611,598.2522,598.3116,1320
2024-12-02 19:05:00,598.3314,598.3314,598.2175,598.2571,604
2024-12-02 19:10:00,598.2918,598.2918,598.1729,598.1928,378
